KI Date,Site,Observer,Transect,Species Code,Species,Size (cm),Number,"Sexual Phase (TP, IP, juv)",Time,Depth (m),Slope,Note
25_07_2017,4,SD,3,,Scomberoides lysan,25,2,,8:57,11.8,2,
25_07_2017,4,SD,3,,Lutjanus bohar,17,1,,8:57,11.8,2,
25_07_2017,4,SD,3,,Aphareus furca,21,1,,8:57,11.8,2,
25_07_2017,4,SD,3,,Aphareus furca,24,4,,8:57,11.8,2,
25_07_2017,4,SD,3,,Chromis acares,3,15,,8:57,11.8,2,
25_07_2017,4,SD,3,,Chromis margaritifer,4,68,,8:57,11.8,2,
25_07_2017,4,SD,3,,Chromis margaritifer,2,12,,8:57,11.8,2,
25_07_2017,4,SD,3,,Chromis vanderbilti,4,175,,8:57,11.8,2,
25_07_2017,4,SD,3,,Plectroglyphidodon dickii,5,2,,8:57,11.8,2,
25_07_2017,4,SD,3,,Stegastes aureus,10,1,,8:57,11.8,2,
25_07_2017,4,SD,3,,Stegastes fasciolatus,12,3,,8:57,11.8,2,
25_07_2017,4,SD,3,,Gomphosus varius,3,1,,8:57,11.8,2,
25_07_2017,4,SD,3,,Gomphosus varius,6,1,,8:57,11.8,2,
25_07_2017,4,SD,3,,Gomphosus varius,8,1,,8:57,11.8,2,
25_07_2017,4,SD,3,,Gomphosus varius,10,1,,8:57,11.8,2,
25_07_2017,4,SD,3,,Gomphosus varius,5,1,,8:57,11.8,2,
25_07_2017,4,SD,3,,Halichoeres hortulanus,12,1,,8:57,11.8,2,
25_07_2017,4,SD,3,,Halichoeres ornatissimus,10,1,,8:57,11.8,2,
25_07_2017,4,SD,3,,Oxycheilinus unifasciatus,10,1,,8:57,11.8,2,
25_07_2017,4,SD,3,,Pseudocheilinus hexataenia,4,1,,8:57,11.8,2,
25_07_2017,4,SD,3,,Thalassoma quinquevittatum,14,1,,8:57,11.8,2,
25_07_2017,4,SD,3,,Chlorurus sordidus,30,1,TP,8:57,11.8,2,
25_07_2017,4,SD,3,,Chlorurus sordidus,21,1,IP,8:57,11.8,2,
25_07_2017,4,SD,3,,Chlorurus sordidus,17,2,IP,8:57,11.8,2,
25_07_2017,4,SD,3,,Chlorurus sordidus,12,1,IP,8:57,11.8,2,
25_07_2017,4,SD,3,,Chlorurus sordidus,14,1,IP,8:57,11.8,2,
25_07_2017,4,SD,3,,Scarus oviceps,34,1,TP,8:57,11.8,2,
25_07_2017,4,SD,3,,Acanthurus leucochilus,16,1,,8:57,11.8,2,
25_07_2017,4,SD,3,,Acanthurus lineatus,22,3,,8:57,11.8,2,
25_07_2017,4,SD,3,,Acanthurus nigricans,12,2,,8:57,11.8,2,
25_07_2017,4,SD,3,,Acanthurus nigricans,14,2,,8:57,11.8,2,
25_07_2017,4,SD,3,,Acanthurus nigricans,17,1,,8:57,11.8,2,
25_07_2017,4,SD,3,,Acanthurus nigricans,18,1,,8:57,11.8,2,
25_07_2017,4,SD,3,,Acanthurus nigricans,14,1,,8:57,11.8,2,
25_07_2017,4,SD,3,,Acanthurus blochii,20,1,,8:57,11.8,2,
25_07_2017,4,SD,3,,Ctenochaetus cyanocheilus,10,1,,8:57,11.8,2,
25_07_2017,4,SD,3,,Ctenochaetus cyanocheilus,12,1,,8:57,11.8,2,
25_07_2017,4,SD,3,,Ctenochaetus marginatus,10,1,,8:57,11.8,2,
25_07_2017,4,SD,3,,Ctenochaetus marginatus,13,1,,8:57,11.8,2,
25_07_2017,4,SD,3,,Ctenochaetus striatus,14,1,,8:57,11.8,2,
25_07_2017,4,SD,3,,Ctenochaetus striatus,12,1,,8:57,11.8,2,
25_07_2017,4,SD,3,,Ctenochaetus striatus,10,1,,8:57,11.8,2,
25_07_2017,4,SD,3,,Ctenochaetus striatus,15,1,,8:57,11.8,2,
25_07_2017,4,SD,3,,Ctenochaetus striatus,16,1,,8:57,11.8,2,
25_07_2017,4,SD,3,,Balistapus undulatus,9,1,,8:57,11.8,2,
25_07_2017,13,SD,1,,Sargocentron tiere,15,1,,10:32,9.8,2,
25_07_2017,13,SD,1,,Cephalopholis urodeta,12,2,,10:32,9.8,2,
25_07_2017,13,SD,1,,Paracirrhites forsteri,12,2,,10:32,9.8,2,
25_07_2017,13,SD,1,,Lutjanus bohar,15,3,,10:32,9.8,2,
25_07_2017,13,SD,1,,Monotaxis grandoculis,27,1,,10:32,9.8,2,
25_07_2017,13,SD,1,,Centropyge flavissima,7,2,,10:32,9.8,2,
25_07_2017,13,SD,1,,Chaetodon ornatissimus,14,1,,10:32,9.8,2,
25_07_2017,13,SD,1,,Chromis margaritifer,3,42,,10:32,9.8,2,
25_07_2017,13,SD,1,,Chromis vanderbilti,4,78,,10:32,9.8,2,
25_07_2017,13,SD,1,,Plectroglyphidodon dickii,5,1,,10:32,9.8,2,
25_07_2017,13,SD,1,,Plectroglyphidodon dickii,4,1,,10:32,9.8,2,
25_07_2017,13,SD,1,,Stegastes fasciolatus,6,2,,10:32,9.8,2,
25_07_2017,13,SD,1,,Stegastes fasciolatus,8,5,,10:32,9.8,2,
25_07_2017,13,SD,1,,Epibulus insidiator,32,1,,10:32,9.8,2,
25_07_2017,13,SD,1,,Gomphosus varius,4,3,,10:32,9.8,2,
25_07_2017,13,SD,1,,Gomphosus varius,10,1,,10:32,9.8,2,
25_07_2017,13,SD,1,,Gomphosus varius,16,1,,10:32,9.8,2,
25_07_2017,13,SD,1,,Halichoeres hortulanus,10,1,,10:32,9.8,2,
25_07_2017,13,SD,1,,Halichoeres hortulanus,13,1,,10:32,9.8,2,
25_07_2017,13,SD,1,,Labroides dimidiatus,12,1,,10:32,9.8,2,
25_07_2017,13,SD,1,,Labroides dimidiatus,4,1,,10:32,9.8,2,
25_07_2017,13,SD,1,,Labroides dimidiatus,7,1,,10:32,9.8,2,
25_07_2017,13,SD,1,,Labroides dimidiatus,6,1,,10:32,9.8,2,
25_07_2017,13,SD,1,,Oxycheilinus unifasciatus,21,1,,10:32,9.8,2,
25_07_2017,13,SD,1,,Pseudocheilinus hexataenia,4,5,,10:32,9.8,2,
25_07_2017,13,SD,1,,Pseudocheilinus octotaenia,5,1,,10:32,9.8,2,
25_07_2017,13,SD,1,,Pseudocheilinus octotaenia,6,1,,10:32,9.8,2,
25_07_2017,13,SD,1,,Thalassoma amblycephalum,8,1,,10:32,9.8,2,
25_07_2017,13,SD,1,,Thalassoma amblycephalum,6,2,,10:32,9.8,2,
25_07_2017,13,SD,1,,Thalassoma amblycephalum,2,3,,10:32,9.8,2,
25_07_2017,13,SD,1,,Thalassoma quinquevittatum,12,2,,10:32,9.8,2,
25_07_2017,13,SD,1,,Chlorurus sordidus,27,1,TP,10:32,9.8,2,
25_07_2017,13,SD,1,,Chlorurus sordidus,26,1,TP,10:32,9.8,2,
25_07_2017,13,SD,1,,Chlorurus sordidus,20,2,IP,10:32,9.8,2,
25_07_2017,13,SD,1,,Acanthurus leucochilus,20,1,,10:32,9.8,2,
25_07_2017,13,SD,1,,Acanthurus nigricans,20,1,,10:32,9.8,2,
25_07_2017,13,SD,1,,Acanthurus nigricans,12,3,,10:32,9.8,2,
25_07_2017,13,SD,1,,Acanthurus nigricans,15,2,,10:32,9.8,2,
25_07_2017,13,SD,1,,Acanthurus nigrofuscus,10,4,,10:32,9.8,2,
25_07_2017,13,SD,1,,Ctenochaetus cyanocheilus,10,1,,10:32,9.8,2,
25_07_2017,13,SD,1,,Ctenochaetus cyanocheilus,12,1,,10:32,9.8,2,
25_07_2017,13,SD,1,,Ctenochaetus cyanocheilus,6,1,,10:32,9.8,2,
25_07_2017,13,SD,1,,Ctenochaetus marginatus,20,2,,10:32,9.8,2,
25_07_2017,13,SD,1,,Ctenochaetus striatus,14,4,,10:32,9.8,2,
25_07_2017,13,SD,1,,Ctenochaetus striatus,16,2,,10:32,9.8,2,
25_07_2017,13,SD,1,,Ctenochaetus striatus,12,1,,10:32,9.8,2,
25_07_2017,13,SD,1,,Melichthys vidua,18,1,,10:32,9.8,2,
25_07_2017,13,SD,1,,Canthigaster solandri,6,1,,10:32,9.8,2,
25_07_2017,13,SD,2,,Cephalopholis argus,24,1,,10:48,8.6,2,
25_07_2017,13,SD,2,,Cephalopholis argus,16,1,,10:48,8.6,2,
25_07_2017,13,SD,2,,Cephalopholis urodeta,13,4,,10:48,8.6,2,
25_07_2017,13,SD,2,,Cephalopholis urodeta,10,1,,10:48,8.6,2,
25_07_2017,13,SD,2,,Pseudanthias dispar,6,12,,10:48,8.6,2,
25_07_2017,13,SD,2,,Luzonichthys whitleyi,6,205,,10:48,8.6,2,
25_07_2017,13,SD,2,,Paracirrhites arcatus,10,1,,10:48,8.6,2,
25_07_2017,13,SD,2,,Lutjanus bohar,15,3,,10:48,8.6,2,
25_07_2017,13,SD,2,,Lutjanus bohar,18,2,,10:48,8.6,2,
25_07_2017,13,SD,2,,Thalassoma quinquevittatum,10,1,,10:48,8.6,2,
25_07_2017,13,SD,2,,Thalassoma quinquevittatum,12,1,,10:48,8.6,2,
25_07_2017,13,SD,2,,Cirripectes variolosus,6,4,,10:48,8.6,2,
25_07_2017,13,SD,2,,Centropyge flavissima,6,2,,10:48,8.6,2,
25_07_2017,13,SD,2,,Centropyge flavissima,8,1,,10:48,8.6,2,
25_07_2017,13,SD,2,,Chromis acares,3,1,,10:48,8.6,2,
25_07_2017,13,SD,2,,Chromis margaritifer,4,30,,10:48,8.6,2,
25_07_2017,13,SD,2,,Chromis vanderbilti,4,62,,10:48,8.6,2,
25_07_2017,13,SD,2,,Chromis vanderbilti,2,5,,10:48,8.6,2,
25_07_2017,13,SD,2,,Chromis xanthura,12,1,,10:48,8.6,2,
25_07_2017,13,SD,2,,Plectroglyphidodon dickii,4,1,,10:48,8.6,2,
25_07_2017,13,SD,2,,Plectroglyphidodon dickii,5,1,,10:48,8.6,2,
25_07_2017,13,SD,2,,Stegastes aureus,7,3,,10:48,8.6,2,
25_07_2017,13,SD,2,,Stegastes aureus,4,1,,10:48,8.6,2,
25_07_2017,13,SD,2,,Stegastes fasciolatus,6,1,,10:48,8.6,2,
25_07_2017,13,SD,2,,Halichoeres hortulanus,12,1,,10:48,8.6,2,
25_07_2017,13,SD,2,,Halichoeres ornatissimus,5,1,,10:48,8.6,2,
25_07_2017,13,SD,2,,Hemigymnus fasciatus,8,1,,10:48,8.6,2,
25_07_2017,13,SD,2,,Macropharyngodon meleagris,5,1,,10:48,8.6,2,
25_07_2017,13,SD,2,,Macropharyngodon meleagris,4,3,,10:48,8.6,2,
25_07_2017,13,SD,2,,Pseudocheilinus hexataenia,4,4,,10:48,8.6,2,
25_07_2017,13,SD,2,,Pseudocheilinus octotaenia,6,1,,10:48,8.6,2,
25_07_2017,13,SD,2,,Pseudocheilinus octotaenia,8,1,,10:48,8.6,2,
25_07_2017,13,SD,2,,Thalassoma amblycephalum,4,9,,10:48,8.6,2,
25_07_2017,13,SD,2,,Chlorurus sordidus,20,2,IP,10:48,8.6,2,
25_07_2017,13,SD,2,,Chlorurus sordidus,10,2,IP,10:48,8.6,2,
25_07_2017,13,SD,2,,Chlorurus sordidus,12,1,IP,10:48,8.6,2,
25_07_2017,13,SD,2,,Chlorurus sordidus,5,1,juv,10:48,8.6,2,
25_07_2017,13,SD,2,,Scarus oviceps,26,1,IP,10:48,8.6,2,
25_07_2017,13,SD,2,,Scarus ghobban,23,1,IP,10:48,8.6,2,
25_07_2017,13,SD,2,,Scarus oviceps,20,1,IP,10:48,8.6,2,
25_07_2017,13,SD,2,,Acanthurus nigricans,15,1,,10:48,8.6,2,
25_07_2017,13,SD,2,,Acanthurus nigricans,8,1,,10:48,8.6,2,
25_07_2017,13,SD,2,,Acanthurus nigricans,10,1,,10:48,8.6,2,
25_07_2017,13,SD,2,,Acanthurus nigricans,14,1,,10:48,8.6,2,
25_07_2017,13,SD,2,,Acanthurus nigrofuscus,10,4,,10:48,8.6,2,
25_07_2017,13,SD,2,,Acanthurus nigrofuscus,13,2,,10:48,8.6,2,
25_07_2017,13,SD,2,,Ctenochaetus cyanocheilus,15,1,,10:48,8.6,2,
25_07_2017,13,SD,2,,Ctenochaetus cyanocheilus,12,1,,10:48,8.6,2,
25_07_2017,13,SD,2,,Ctenochaetus cyanocheilus,10,1,,10:48,8.6,2,
25_07_2017,13,SD,2,,Ctenochaetus marginatus,21,1,,10:48,8.6,2,
25_07_2017,13,SD,2,,Ctenochaetus marginatus,20,1,,10:48,8.6,2,
25_07_2017,13,SD,2,,Ctenochaetus striatus,12,2,,10:48,8.6,2,
25_07_2017,13,SD,2,,Ctenochaetus striatus,6,1,,10:48,8.6,2,
25_07_2017,13,SD,2,,Ctenochaetus striatus,14,1,,10:48,8.6,2,
25_07_2017,13,SD,2,,Parupeneus multifasciatus,10,2,,10:48,8.6,2,
25_07_2017,13,SD,2,,Parupeneus multifasciatus,12,1,,10:48,8.6,2,
25_07_2017,13,SD,3,,Cephalopholis argus,34,1,,11:07,8,2,
25_07_2017,13,SD,3,,Cephalopholis argus,22,1,,11:07,8,2,
25_07_2017,13,SD,3,,Cephalopholis urodeta,14,1,,11:07,8,2,
25_07_2017,13,SD,3,,Cephalopholis urodeta,12,5,,11:07,8,2,
25_07_2017,13,SD,3,,Cephalopholis urodeta,10,1,,11:07,8,2,
25_07_2017,13,SD,3,,Cephalopholis urodeta,18,1,,11:07,8,2,
25_07_2017,13,SD,3,,Pseudanthias olivaceus,4,13,,11:07,8,2,
25_07_2017,13,SD,3,,Luzonichthys whitleyi,6,6,,11:07,8,2,
25_07_2017,13,SD,3,,Paracirrhites forsteri,7,1,,11:07,8,2,
25_07_2017,13,SD,3,,Paracirrhites hemistictus,16,1,,11:07,8,2,
25_07_2017,13,SD,3,,Aphareus furca,22,1,,11:07,8,2,
25_07_2017,13,SD,3,,Cirripectes variolosus,6,2,,11:07,8,2,
25_07_2017,13,SD,3,,Cirripectes variolosus,4,2,,11:07,8,2,
25_07_2017,13,SD,3,,Cirripectes variolosus,7,1,,11:07,8,2,
25_07_2017,13,SD,3,,Chromis margaritifer,4,46,,11:07,8,2,
25_07_2017,13,SD,3,,Chromis vanderbilti,4,121,,11:07,8,2,
25_07_2017,13,SD,3,,Plectroglyphidodon dickii,4,3,,11:07,8,2,
25_07_2017,13,SD,3,,Plectroglyphidodon dickii,5,1,,11:07,8,2,
25_07_2017,13,SD,3,,Stegastes aureus,7,3,,11:07,8,2,
25_07_2017,13,SD,3,,Stegastes aureus,5,2,,11:07,8,2,
25_07_2017,13,SD,3,,Stegastes aureus,9,2,,11:07,8,2,
25_07_2017,13,SD,3,,Stegastes fasciolatus,7,9,,11:07,8,2,
25_07_2017,13,SD,3,,Stegastes fasciolatus,9,1,,11:07,8,2,
25_07_2017,13,SD,3,,Gomphosus varius,10,1,,11:07,8,2,
25_07_2017,13,SD,3,,Gomphosus varius,3,2,,11:07,8,2,
25_07_2017,13,SD,3,,Gomphosus varius,5,1,,11:07,8,2,
25_07_2017,13,SD,3,,Halichoeres ornatissimus,6,1,,11:07,8,2,
25_07_2017,13,SD,3,,Labroides dimidiatus,9,1,,11:07,8,2,
25_07_2017,13,SD,3,,Labroides dimidiatus,10,1,,11:07,8,2,
25_07_2017,13,SD,3,,Labroides dimidiatus,4,1,,11:07,8,2,
25_07_2017,13,SD,3,,Labroides dimidiatus,8,1,,11:07,8,2,
25_07_2017,13,SD,3,,Labroides rubrolabiatus,5,1,,11:07,8,2,
25_07_2017,13,SD,3,,Macropharyngodon meleagris,11,1,,11:07,8,2,
25_07_2017,13,SD,3,,Thalassoma amblycephalum,2,6,,11:07,8,2,
25_07_2017,13,SD,3,,Thalassoma quinquevittatum,10,3,,11:07,8,2,
25_07_2017,13,SD,3,,Thalassoma quinquevittatum,14,1,,11:07,8,2,
25_07_2017,13,SD,3,,Chlorurus sordidus,23,1,TP,11:07,8,2,
25_07_2017,13,SD,3,,Scarus frenatus,6,1,juv,11:07,8,2,
25_07_2017,13,SD,3,,Scarus ghobban,22,1,IP,11:07,8,2,
25_07_2017,13,SD,3,,Acanthurus nigricans,14,1,,11:07,8,2,
25_07_2017,13,SD,3,,Acanthurus nigricans,17,2,,11:07,8,2,
25_07_2017,13,SD,3,,Acanthurus maculiceps,27,1,,11:07,8,2,
25_07_2017,13,SD,3,,Ctenochaetus marginatus,20,2,,11:07,8,2,
25_07_2017,13,SD,3,,Ctenochaetus marginatus,17,1,,11:07,8,2,
25_07_2017,13,SD,3,,Ctenochaetus marginatus,14,2,,11:07,8,2,
25_07_2017,13,SD,3,,Balistapus undulatus,10,1,,11:07,8,2,
25_07_2017,13,SD,3,,Melichthys niger,21,2,,11:07,8,2,
25_07_2017,13,SD,3,,Parupeneus pleurostigma,14,1,,11:07,8,2,
25_07_2017,7,SD,1,,Cephalopholis urodeta,16,3,,12:41,9.7,2,
25_07_2017,7,SD,1,,Cephalopholis urodeta,12,4,,12:41,9.7,2,
25_07_2017,7,SD,1,,Caranx melampygus,35,1,,12:41,9.7,2,
25_07_2017,7,SD,1,,Pseudanthias bartlettorum,5,50,,12:41,9.7,2,
25_07_2017,7,SD,1,,Pseudanthias olivaceus,9,1,,12:41,9.7,2,
25_07_2017,7,SD,1,,Pseudanthias olivaceus,4,5,,12:41,9.7,2,
25_07_2017,7,SD,1,,Cirripectes variolosus,6,1,,12:41,9.7,2,
25_07_2017,7,SD,1,,Centropyge flavissima,4,4,,12:41,9.7,2,
25_07_2017,7,SD,1,,Centropyge flavissima,6,2,,12:41,9.7,2,
25_07_2017,7,SD,1,,Chromis margaritifer,4,29,,12:41,9.7,2,
25_07_2017,7,SD,1,,Chromis margaritifer,1,1,,12:41,9.7,2,
25_07_2017,7,SD,1,,Chromis vanderbilti,4,118,,12:41,9.7,2,
25_07_2017,7,SD,1,,Chromis vanderbilti,2,27,,12:41,9.7,2,
25_07_2017,7,SD,1,,Plectroglyphidodon dickii,5,1,,12:41,9.7,2,
25_07_2017,7,SD,1,,Plectroglyphidodon dickii,4,1,,12:41,9.7,2,
25_07_2017,7,SD,1,,Stegastes aureus,7,2,,12:41,9.7,2,
25_07_2017,7,SD,1,,Gomphosus varius,10,1,,12:41,9.7,2,
25_07_2017,7,SD,1,,Gomphosus varius,5,1,,12:41,9.7,2,
25_07_2017,7,SD,1,,Halichoeres hortulanus,12,2,,12:41,9.7,2,
25_07_2017,7,SD,1,,Halichoeres ornatissimus,6,1,,12:41,9.7,2,
25_07_2017,7,SD,1,,Labroides dimidiatus,11,1,,12:41,9.7,2,
25_07_2017,7,SD,1,,Macropharyngodon meleagris,6,1,,12:41,9.7,2,
25_07_2017,7,SD,1,,Macropharyngodon meleagris,2,1,,12:41,9.7,2,
25_07_2017,7,SD,1,,Macropharyngodon meleagris,7,2,,12:41,9.7,2,
25_07_2017,7,SD,1,,Pseudocheilinus hexataenia,4,2,,12:41,9.7,2,
25_07_2017,7,SD,1,,Pseudocheilinus hexataenia,5,1,,12:41,9.7,2,
25_07_2017,7,SD,1,,Pseudocheilinus octotaenia,5,1,,12:41,9.7,2,
25_07_2017,7,SD,1,,Pseudocheilinus octotaenia,8,1,,12:41,9.7,2,
25_07_2017,7,SD,1,,Pseudocheilinus octotaenia,6,1,,12:41,9.7,2,
25_07_2017,7,SD,1,,Thalassoma trilobatum,12,2,,12:41,9.7,2,
25_07_2017,7,SD,1,,Thalassoma quinquevittatum,10,1,,12:41,9.7,2,
25_07_2017,7,SD,1,,Thalassoma quinquevittatum,12,1,,12:41,9.7,2,
25_07_2017,7,SD,1,,Chlorurus sordidus,27,1,TP,12:41,9.7,2,
25_07_2017,7,SD,1,,Scarus tricolor,27,1,TP,12:41,9.7,2,
25_07_2017,7,SD,1,,Scarus ghobban,36,1,TP,12:41,9.7,2,
25_07_2017,7,SD,1,,Ctenochaetus marginatus,20,1,,12:41,9.7,2,
25_07_2017,7,SD,1,,Ctenochaetus marginatus,21,1,,12:41,9.7,2,
25_07_2017,7,SD,1,,Melichthys niger,20,1,,12:41,9.7,2,
25_07_2017,7,SD,2,,Cephalopholis argus,26,1,,12:59,9.8,2,
25_07_2017,7,SD,2,,Cephalopholis urodeta,10,5,,12:59,9.8,2,
25_07_2017,7,SD,2,,Cephalopholis urodeta,14,1,,12:59,9.8,2,
25_07_2017,7,SD,2,,Cephalopholis urodeta,16,2,,12:59,9.8,2,
25_07_2017,7,SD,2,,Cephalopholis urodeta,7,1,,12:59,9.8,2,
25_07_2017,7,SD,2,,Cephalopholis urodeta,12,3,,12:59,9.8,2,
25_07_2017,7,SD,2,,Pseudanthias bartlettorum,6,30,,12:59,9.8,2,
25_07_2017,7,SD,2,,Pseudanthias dispar,6,82,,12:59,9.8,2,
25_07_2017,7,SD,2,,Luzonichthys whitleyi,7,55,,12:59,9.8,2,
25_07_2017,7,SD,2,,Paracirrhites hemistictus,20,1,,12:59,9.8,2,
25_07_2017,7,SD,2,,Caranx melampygus,32,1,,12:59,9.8,2,
25_07_2017,7,SD,2,,Thalassoma quinquevittatum,10,1,,12:59,9.8,2,
25_07_2017,7,SD,2,,Centropyge flavissima,4,2,,12:59,9.8,2,
25_07_2017,7,SD,2,,Centropyge flavissima,6,5,,12:59,9.8,2,
25_07_2017,7,SD,2,,Chaetodon meyeri,16,1,,12:59,9.8,2,
25_07_2017,7,SD,2,,Chaetodon meyeri,13,1,,12:59,9.8,2,
25_07_2017,7,SD,2,,Forcipiger flavissimus,13,1,,12:59,9.8,2,
25_07_2017,7,SD,2,,Chromis margaritifer,4,59,,12:59,9.8,2,
25_07_2017,7,SD,2,,Chromis vanderbilti,4,99,,12:59,9.8,2,
25_07_2017,7,SD,2,,Plectroglyphidodon dickii,2,4,,12:59,9.8,2,
25_07_2017,7,SD,2,,Plectroglyphidodon dickii,4,2,,12:59,9.8,2,
25_07_2017,7,SD,2,,Stegastes aureus,7,2,,12:59,9.8,2,
25_07_2017,7,SD,2,,Stegastes aureus,9,2,,12:59,9.8,2,
25_07_2017,7,SD,2,,Gomphosus varius,10,1,,12:59,9.8,2,
25_07_2017,7,SD,2,,Gomphosus varius,14,1,,12:59,9.8,2,
25_07_2017,7,SD,2,,Halichoeres ornatissimus,6,1,,12:59,9.8,2,
25_07_2017,7,SD,2,,Labroides dimidiatus,4,1,,12:59,9.8,2,
25_07_2017,7,SD,2,,Macropharyngodon meleagris,5,1,,12:59,9.8,2,
25_07_2017,7,SD,2,,Pseudocheilinus hexataenia,4,5,,12:59,9.8,2,
25_07_2017,7,SD,2,,Pseudocheilinus octotaenia,6,3,,12:59,9.8,2,
25_07_2017,7,SD,2,,Pseudocheilinus octotaenia,8,1,,12:59,9.8,2,
25_07_2017,7,SD,2,,Chlorurus sordidus,15,20,IP,12:59,9.8,2,
25_07_2017,7,SD,2,,Chlorurus sordidus,17,25,IP,12:59,9.8,2,
25_07_2017,7,SD,2,,Chlorurus sordidus,12,13,IP,12:59,9.8,2,
25_07_2017,7,SD,2,,Scarus frenatus,25,1,IP,12:59,9.8,2,
25_07_2017,7,SD,2,,Scarus oviceps,30,1,TP,12:59,9.8,2,
25_07_2017,7,SD,2,,Acanthurus nigricans,19,1,,12:59,9.8,2,
25_07_2017,7,SD,2,,Acanthurus nigricans,17,1,,12:59,9.8,2,
25_07_2017,7,SD,2,,Acanthurus nigricans,15,1,,12:59,9.8,2,
25_07_2017,7,SD,2,,Acanthurus nigricans,13,1,,12:59,9.8,2,
25_07_2017,7,SD,2,,Ctenochaetus marginatus,21,1,,12:59,9.8,2,
25_07_2017,7,SD,2,,Ctenochaetus marginatus,22,3,,12:59,9.8,2,
25_07_2017,7,SD,2,,Melichthys niger,22,1,,12:59,9.8,2,
25_07_2017,7,SD,2,,Melichthys vidua,21,3,,12:59,9.8,2,
25_07_2017,7,SD,3,,Cephalopholis argus,26,1,,1:21,10.3,2,
25_07_2017,7,SD,3,,Cephalopholis urodeta,12,6,,1:21,10.3,2,
25_07_2017,7,SD,3,,Cephalopholis urodeta,14,3,,1:21,10.3,2,
25_07_2017,7,SD,3,,Cephalopholis urodeta,10,2,,1:21,10.3,2,
25_07_2017,7,SD,3,,Cephalopholis urodeta,16,1,,1:21,10.3,2,
25_07_2017,7,SD,3,,Pseudanthias bartlettorum,6,25,,1:21,10.3,2,
25_07_2017,7,SD,3,,Pseudanthias dispar,6,26,,1:21,10.3,2,
25_07_2017,7,SD,3,,Pseudanthias olivaceus,6,100,,1:21,10.3,2,
25_07_2017,7,SD,3,,Aphareus furca,25,3,,1:21,10.3,2,
25_07_2017,7,SD,3,,Variola louti,27,1,,1:21,10.3,2,
25_07_2017,7,SD,3,,Cirripectes variolosus,7,1,,1:21,10.3,2,
25_07_2017,7,SD,3,,Centropyge loricula,5,1,,1:21,10.3,2,
25_07_2017,7,SD,3,,Centropyge loricula,4,1,,1:21,10.3,2,
25_07_2017,7,SD,3,,Centropyge flavissima,5,4,,1:21,10.3,2,
25_07_2017,7,SD,3,,Centropyge flavissima,4,6,,1:21,10.3,2,
25_07_2017,7,SD,3,,Centropyge flavissima,6,1,,1:21,10.3,2,
25_07_2017,7,SD,3,,Centropyge flavissima,3,1,,1:21,10.3,2,
25_07_2017,7,SD,3,,Chromis margaritifer,4,64,,1:21,10.3,2,
25_07_2017,7,SD,3,,Chromis vanderbilti,4,118,,1:21,10.3,2,
25_07_2017,7,SD,3,,Plectroglyphidodon dickii,5,4,,1:21,10.3,2,
25_07_2017,7,SD,3,,Plectroglyphidodon dickii,4,1,,1:21,10.3,2,
25_07_2017,7,SD,3,,Stegastes aureus,9,7,,1:21,10.3,2,
25_07_2017,7,SD,3,,Stegastes aureus,7,1,,1:21,10.3,2,
25_07_2017,7,SD,3,,Gomphosus varius,5,1,,1:21,10.3,2,
25_07_2017,7,SD,3,,Gomphosus varius,10,2,,1:21,10.3,2,
25_07_2017,7,SD,3,,Gomphosus varius,7,1,,1:21,10.3,2,
25_07_2017,7,SD,3,,Halichoeres hortulanus,17,1,,1:21,10.3,2,
25_07_2017,7,SD,3,,Halichoeres ornatissimus,7,1,,1:21,10.3,2,
25_07_2017,7,SD,3,,Halichoeres ornatissimus,5,1,,1:21,10.3,2,
25_07_2017,7,SD,3,,Labroides dimidiatus,7,1,,1:21,10.3,2,
25_07_2017,7,SD,3,,Labroides dimidiatus,5,1,,1:21,10.3,2,
25_07_2017,7,SD,3,,Macropharyngodon meleagris,9,1,,1:21,10.3,2,
25_07_2017,7,SD,3,,Macropharyngodon meleagris,7,1,,1:21,10.3,2,
25_07_2017,7,SD,3,,Pseudocheilinus hexataenia,4,1,,1:21,10.3,2,
25_07_2017,7,SD,3,,Pseudocheilinus octotaenia,7,1,,1:21,10.3,2,
25_07_2017,7,SD,3,,Pseudocheilinus octotaenia,6,2,,1:21,10.3,2,
25_07_2017,7,SD,3,,Pseudocheilinus octotaenia,8,1,,1:21,10.3,2,
25_07_2017,7,SD,3,,Stethojulis bandanensis,5,1,,1:21,10.3,2,
25_07_2017,7,SD,3,,Thalassoma lutescens,12,2,,1:21,10.3,2,
25_07_2017,7,SD,3,,Thalassoma quinquevittatum,10,1,,1:21,10.3,2,
25_07_2017,7,SD,3,,Thalassoma quinquevittatum,12,1,,1:21,10.3,2,
25_07_2017,7,SD,3,,Calotomus carolinus,27,1,TP,1:21,10.3,2,
25_07_2017,7,SD,3,,Chlorurus sordidus,20,2,IP,1:21,10.3,2,
25_07_2017,7,SD,3,,Chlorurus sordidus,25,2,TP,1:21,10.3,2,
25_07_2017,7,SD,3,,Chlorurus sordidus,21,1,IP,1:21,10.3,2,
25_07_2017,7,SD,3,,Acanthurus nigricans,18,1,,1:21,10.3,2,
25_07_2017,7,SD,3,,Acanthurus nigricans,14,1,,1:21,10.3,2,
25_07_2017,7,SD,3,,Ctenochaetus marginatus,21,2,,1:21,10.3,2,
