KI Date,Site,Observer,Transect,Species Code,Species,Size (cm),Number,"Sexual Phase (TP, IP, juv)",Time,Depth (m),Slope,Note
08_07_2017,38,SD,2,,Gomphosus varius,6,1,,838,10,1,
08_07_2017,38,SD,2,,Halichoeres hortulanus,11,1,,838,10,1,
08_07_2017,38,SD,2,,Halichoeres hortulanus,12,1,,838,10,1,
08_07_2017,38,SD,2,,Halichoeres ornatissimus,7,1,,838,10,1,
08_07_2017,38,SD,2,,Labroides dimidiatus,8,1,,838,10,1,
08_07_2017,38,SD,2,,Labroides dimidiatus,7,1,,838,10,1,
08_07_2017,38,SD,2,,Macropharyngodon meleagris,3,3,,838,10,1,
08_07_2017,38,SD,2,,Macropharyngodon meleagris,2,3,,838,10,1,
08_07_2017,38,SD,2,,Oxycheilinus unifasciatus,13,1,,838,10,1,
08_07_2017,38,SD,2,,Thalassoma amblycephalum,3,1,,838,10,1,
08_07_2017,38,SD,2,,Thalassoma lutescens,8,1,,838,10,1,
08_07_2017,38,SD,2,,Thalassoma quinquevittatum,7,2,,838,10,1,
08_07_2017,38,SD,2,,Thalassoma quinquevittatum,6,2,,838,10,1,
08_07_2017,38,SD,2,,Acanthurus lineatus,26,3,,838,10,1,
08_07_2017,38,SD,2,,Acanthurus lineatus,24,4,,838,10,1,
08_07_2017,38,SD,2,,Acanthurus lineatus,22,2,,838,10,1,
08_07_2017,38,SD,2,,Acanthurus lineatus,20,1,,838,10,1,
08_07_2017,38,SD,2,,Ctenochaetus striatus,17,1,,838,10,1,
08_07_2017,38,SD,2,,Parupeneus insularis,9,1,,838,10,1,
08_07_2017,38,SD,3,,Aphareus furca,26,1,,853,9.5,1,
08_07_2017,38,SD,3,,Chromis margaritifer,4,3,,853,9.5,1,
08_07_2017,38,SD,3,,Chromis vanderbilti,3,135,,853,9.5,1,
08_07_2017,38,SD,3,,Chromis vanderbilti,2,1,,853,9.5,1,
08_07_2017,38,SD,3,,Plectroglyphidodon dickii,8,1,,853,9.5,1,
08_07_2017,38,SD,3,,Plectroglyphidodon dickii,6,1,,853,9.5,1,
08_07_2017,38,SD,3,,Plectroglyphidodon dickii,5,2,,853,9.5,1,
08_07_2017,38,SD,3,,Stegastes aureus,8,2,,853,9.5,1,
08_07_2017,38,SD,3,,Stegastes aureus,9,1,,853,9.5,1,
08_07_2017,38,SD,3,,Stegastes aureus,7,1,,853,9.5,1,
08_07_2017,38,SD,3,,Stegastes fasciolatus,8,1,,853,9.5,1,
08_07_2017,38,SD,3,,Coris gaimard,6,1,TP,853,9.5,1,
08_07_2017,38,SD,3,,Gomphosus varius,8,1,,853,9.5,1,
08_07_2017,38,SD,3,,Gomphosus varius,7,1,,853,9.5,1,
08_07_2017,38,SD,3,,Halichoeres hortulanus,15,1,,853,9.5,1,
08_07_2017,38,SD,3,,Halichoeres ornatissimus,7,1,,853,9.5,1,
08_07_2017,38,SD,3,,Labroides dimidiatus,8,1,,853,9.5,1,
08_07_2017,38,SD,3,,Labroides dimidiatus,7,1,,853,9.5,1,
08_07_2017,38,SD,3,,Labroides rubrolabiatus,3,1,,853,9.5,1,
08_07_2017,38,SD,3,,Macropharyngodon meleagris,2,2,,853,9.5,1,
08_07_2017,38,SD,3,,Macropharyngodon meleagris,3,1,,853,9.5,1,
08_07_2017,38,SD,3,,Pseudocheilinus hexataenia,6,1,,853,9.5,1,
08_07_2017,38,SD,3,,Pseudocheilinus hexataenia,7,1,,853,9.5,1,
08_07_2017,38,SD,3,,Thalassoma amblycephalum,7,4,,853,9.5,1,
08_07_2017,38,SD,3,,Thalassoma amblycephalum,3,8,,853,9.5,1,
08_07_2017,38,SD,3,,Thalassoma quinquevittatum,6,3,,853,9.5,1,
08_07_2017,38,SD,3,,Thalassoma quinquevittatum,7,1,,853,9.5,1,
08_07_2017,38,SD,3,,Acanthurus lineatus,22,2,,853,9.5,1,
08_07_2017,38,SD,3,,Acanthurus lineatus,24,2,,853,9.5,1,
08_07_2017,38,SD,3,,Ctenochaetus striatus,20,1,,853,9.5,1,
08_07_2017,25,SD,1,,Cephalopholis urodeta,11,1,,1109,9,1,
08_07_2017,25,SD,1,,Cephalopholis urodeta,15,1,,1109,9,1,
08_07_2017,25,SD,1,,Cephalopholis urodeta,7,1,,1109,9,1,
08_07_2017,25,SD,1,,Cephalopholis urodeta,12,1,,1109,9,1,
08_07_2017,25,SD,1,,Pseudanthias dispar,6,1,,1109,9,1,
08_07_2017,25,SD,1,,Pseudanthias dispar,7,1,,1109,9,1,
08_07_2017,25,SD,1,,Pseudanthias olivaceus,3,5,,1109,9,1,
08_07_2017,25,SD,1,,Centropyge flavissima,6,2,,1109,9,1,
08_07_2017,25,SD,1,,Centropyge flavissima,8,1,,1109,9,1,
08_07_2017,25,SD,1,,Centropyge flavissima,4,1,,1109,9,1,
08_07_2017,25,SD,1,,Chromis margaritifer,2,5,,1109,9,1,
08_07_2017,25,SD,1,,Chromis margaritifer,4,4,,1109,9,1,
08_07_2017,25,SD,1,,Chromis vanderbilti,3,119,,1109,9,1,
08_07_2017,25,SD,1,,Chromis vanderbilti,2,37,,1109,9,1,
08_07_2017,25,SD,1,,Stegastes aureus,8,4,,1109,9,1,
08_07_2017,25,SD,1,,Stegastes aureus,9,2,,1109,9,1,
08_07_2017,25,SD,1,,Stegastes aureus,7,1,,1109,9,1,
08_07_2017,25,SD,1,,Coris gaimard,20,1,,1109,9,1,
08_07_2017,25,SD,1,,Halichoeres margaritaceus,8,1,,1109,9,1,
08_07_2017,25,SD,1,,Macropharyngodon meleagris,2,1,,1109,9,1,
08_07_2017,25,SD,1,,Macropharyngodon meleagris,4,1,,1109,9,1,
08_07_2017,25,SD,1,,Macropharyngodon meleagris,5,1,,1109,9,1,
08_07_2017,25,SD,1,,Macropharyngodon meleagris,6,1,,1109,9,1,
08_07_2017,25,SD,1,,Macropharyngodon meleagris,9,1,,1109,9,1,
08_07_2017,25,SD,1,,Pseudocheilinus hexataenia,4,1,,1109,9,1,
08_07_2017,25,SD,1,,Pseudocheilinus hexataenia,6,1,,1109,9,1,
08_07_2017,25,SD,1,,Pseudocheilinus octotaenia,9,1,,1109,9,1,
08_07_2017,25,SD,1,,Pseudocheilinus octotaenia,6,2,,1109,9,1,
08_07_2017,25,SD,1,,Thalassoma amblycephalum,5,1,,1109,9,1,
08_07_2017,25,SD,1,,Thalassoma quinquevittatum,10,1,,1109,9,1,
08_07_2017,25,SD,1,,Calotomus carolinus,22,1,TP,1109,9,1,
08_07_2017,25,SD,1,,Calotomus carolinus,8,1,juv,1109,9,1,
08_07_2017,25,SD,1,,Acanthurus nigricans,21,1,,1109,9,1,
08_07_2017,25,SD,1,,Acanthurus nigricauda,21,2,,1109,9,1,
08_07_2017,25,SD,1,,Acanthurus olivaceus,25,1,,1109,9,1,
08_07_2017,25,SD,1,,Melichthys niger,23,2,,1109,9,1,
08_07_2017,25,SD,1,,Parupeneus insularis,10,1,,1109,9,1,
08_07_2017,25,SD,1,,Parupeneus multifasciatus,7,1,,1109,9,1,
08_07_2017,25,SD,1,,Parupeneus multifasciatus,8,2,,1109,9,1,
08_07_2017,25,SD,1,,Cirripectes variolosus,6,2,,1109,9,1,
08_07_2017,25,SD,1,,Cirripectes variolosus,6,2,,1109,9,1,
08_07_2017,25,SD,1,,Cirripectes variolosus,8,1,,1109,9,1,
08_07_2017,25,SD,1,,Cirripectes variolosus,5,1,,1109,9,1,
08_07_2017,25,SD,2,,Cephalopholis urodeta,10,2,,1128,9,1,
08_07_2017,25,SD,2,,Cephalopholis urodeta,9,1,,1128,9,1,
08_07_2017,25,SD,2,,Pseudanthias dispar,1,1,,1128,9,1,
08_07_2017,25,SD,2,,Pseudanthias dispar,3,25,,1128,9,1,
08_07_2017,25,SD,2,,Pseudanthias dispar,6,1,,1128,9,1,
08_07_2017,25,SD,2,,Pseudanthias dispar,4,5,,1128,9,1,
08_07_2017,25,SD,2,,Pseudanthias olivaceus,6,2,,1128,9,1,
08_07_2017,25,SD,2,,Pseudanthias olivaceus,4,5,,1128,9,1,
08_07_2017,25,SD,2,,Thalassoma lutescens,5,1,,1128,9,1,
08_07_2017,25,SD,2,,Centropyge flavissima,2,1,,1128,9,1,
08_07_2017,25,SD,2,,Chromis margaritifer,4,6,,1128,9,1,
08_07_2017,25,SD,2,,Chromis vanderbilti,3,73,,1128,9,1,
08_07_2017,25,SD,2,,Chromis vanderbilti,2,44,,1128,9,1,
08_07_2017,25,SD,2,,Stegastes aureus,9,2,,1128,9,1,
08_07_2017,25,SD,2,,Stegastes aureus,7,2,,1128,9,1,
08_07_2017,25,SD,2,,Stegastes aureus,6,1,,1128,9,1,
08_07_2017,25,SD,2,,Cheilinus trilobatus,27,1,,1128,9,1,
08_07_2017,25,SD,2,,Labroides dimidiatus,10,1,,1128,9,1,
08_07_2017,25,SD,2,,Labroides dimidiatus,9,1,,1128,9,1,
08_07_2017,25,SD,2,,Macropharyngodon meleagris,4,1,,1128,9,1,
08_07_2017,25,SD,2,,Novaculichthys taeniourus,24,1,,1128,9,1,
08_07_2017,25,SD,2,,Pseudocheilinus hexataenia,2,1,,1128,9,1,
08_07_2017,25,SD,2,,Pseudocheilinus octotaenia,9,1,,1128,9,1,
08_07_2017,25,SD,2,,Thalassoma quinquevittatum,8,1,,1128,9,1,
08_07_2017,25,SD,2,,Calotomus carolinus,21,1,TP,1128,9,1,
08_07_2017,25,SD,2,,Chlorurus sordidus,20,1,IP,1128,9,1,
08_07_2017,25,SD,2,,Chlorurus sordidus,8,12,IP,1128,9,1,
08_07_2017,25,SD,2,,Acanthurus nigricauda,24,1,,1128,9,1,
08_07_2017,25,SD,2,,Acanthurus nigroris,13,1,,1128,9,1,
08_07_2017,25,SD,2,,Acanthurus nigroris,14,1,,1128,9,1,
08_07_2017,25,SD,2,,Acanthurus nigroris,12,1,,1128,9,1,
08_07_2017,25,SD,2,,Plagiotremus tapeinosoma,4,1,,1128,9,1,
08_07_2017,25,SD,2,,Melichthys niger,22,5,,1128,9,1,
08_07_2017,25,SD,2,,Cirripectes variolosus,5,1,,1128,9,1,
08_07_2017,25,SD,3,,Cephalopholis argus,32,1,,1145,10,1,
08_07_2017,25,SD,3,,Cephalopholis urodeta,10,1,,1145,10,1,
08_07_2017,25,SD,3,,Cephalopholis urodeta,14,1,,1145,10,1,
08_07_2017,25,SD,3,,Cephalopholis urodeta,15,1,,1145,10,1,
08_07_2017,25,SD,3,,Cephalopholis urodeta,8,1,,1145,10,1,
08_07_2017,25,SD,3,,Epinephelus fasciatus,22,1,,1145,10,1,
08_07_2017,25,SD,3,,Epinephelus fasciatus,21,1,,1145,10,1,
08_07_2017,25,SD,3,,Pseudanthias dispar,5,117,,1145,10,1,
08_07_2017,25,SD,3,,Pseudanthias dispar,2,60,,1145,10,1,
08_07_2017,25,SD,3,,Pseudanthias dispar,6,1,,1145,10,1,
08_07_2017,25,SD,3,,Pseudanthias olivaceus,5,178,,1145,10,1,
08_07_2017,25,SD,3,,Pseudanthias olivaceus,3,10,,1145,10,1,
08_07_2017,25,SD,3,,Cirrhitichthys oxycephalus,3,1,,1145,10,1,
08_07_2017,25,SD,3,,Paracirrhites arcatus,5,1,,1145,10,1,
08_07_2017,25,SD,3,,Centropyge flavissima,6,1,,1145,10,1,
08_07_2017,25,SD,3,,Chromis margaritifer,5,2,,1145,10,1,
08_07_2017,25,SD,3,,Chromis vanderbilti,3,230,,1145,10,1,
08_07_2017,25,SD,3,,Chromis vanderbilti,2,70,,1145,10,1,
08_07_2017,25,SD,3,,Plectroglyphidodon dickii,4,1,,1145,10,1,
08_07_2017,25,SD,3,,Stegastes aureus,8,3,,1145,10,1,
08_07_2017,25,SD,3,,Stegastes aureus,7,1,,1145,10,1,
08_07_2017,25,SD,3,,Plagiotremus tapeinosoma,5,1,,1145,10,1,
08_07_2017,25,SD,3,,Cheilinus undulatus,50,1,,1145,10,1,
08_07_2017,25,SD,3,,Halichoeres ornatissimus,6,2,,1145,10,1,
08_07_2017,25,SD,3,,Labroides dimidiatus,5,1,,1145,10,1,
08_07_2017,25,SD,3,,Labroides dimidiatus,8,2,,1145,10,1,
08_07_2017,25,SD,3,,Labroides dimidiatus,4,1,,1145,10,1,
08_07_2017,25,SD,3,,Macropharyngodon meleagris,2,1,,1145,10,1,
08_07_2017,25,SD,3,,Macropharyngodon meleagris,4,1,,1145,10,1,
08_07_2017,25,SD,3,,Macropharyngodon meleagris,5,2,,1145,10,1,
08_07_2017,25,SD,3,,Macropharyngodon meleagris,3,1,,1145,10,1,
08_07_2017,25,SD,3,,Oxycheilinus unifasciatus,21,1,,1145,10,1,
08_07_2017,25,SD,3,,Oxycheilinus unifasciatus,25,1,,1145,10,1,
08_07_2017,25,SD,3,,Pseudocheilinus octotaenia,10,1,,1145,10,1,
08_07_2017,25,SD,3,,Pseudocheilinus octotaenia,8,1,,1145,10,1,
08_07_2017,25,SD,3,,Pseudocheilinus octotaenia,6,1,,1145,10,1,
08_07_2017,25,SD,3,,Stethojulis bandanensis,8,1,,1145,10,1,
08_07_2017,25,SD,3,,Thalassoma amblycephalum,3,1,,1145,10,1,
08_07_2017,25,SD,3,,Thalassoma amblycephalum,5,2,,1145,10,1,
08_07_2017,25,SD,3,,Chlorurus sordidus,22,1,IP,1145,10,1,
08_07_2017,25,SD,3,,Scarus rubroviolaceus,35,1,IP,1145,10,1,
08_07_2017,25,SD,3,,Scarus oviceps,30,1,IP,1145,10,1,
08_07_2017,25,SD,3,,Scarus oviceps,27,1,IP,1145,10,1,
08_07_2017,25,SD,3,,Scarus oviceps,26,1,IP,1145,10,1,
08_07_2017,25,SD,3,,Ctenochaetus flavicauda,4,1,,1145,10,1,
08_07_2017,25,SD,3,,Ctenochaetus marginatus,14,1,,1145,10,1,
08_07_2017,25,SD,3,,Ctenochaetus marginatus,10,1,,1145,10,1,
08_07_2017,25,SD,3,,Cirripectes variolosus,7,2,,1145,10,1,
08_07_2017,25,SD,3,,Melichthys niger,20,3,,1145,10,1,
08_07_2017,25,SD,3,,Melichthys niger,22,1,,1145,10,1,
08_07_2017,25,SD,3,,Parupeneus insularis,24,1,,1145,10,1,
08_07_2017,3,SD,1,,Cephalopholis urodeta,12,1,,1402,10.2,3,
08_07_2017,3,SD,1,,Cephalopholis urodeta,15,1,,1402,10.2,3,
08_07_2017,3,SD,1,,Cephalopholis urodeta,16,1,,1402,10.2,3,
08_07_2017,3,SD,1,,Epinephelus macrospilos,21,1,,1402,10.2,3,
08_07_2017,3,SD,1,,Pseudanthias dispar,5,17,,1402,10.2,3,
08_07_2017,3,SD,1,,Pseudanthias olivaceus,3,16,,1402,10.2,3,
08_07_2017,3,SD,1,,Pseudanthias olivaceus,5,24,,1402,10.2,3,
08_07_2017,3,SD,1,,Cirrhitichthys oxycephalus,3,1,,1402,10.2,3,
08_07_2017,3,SD,1,,Chromis acares,3,16,,1402,10.2,3,
08_07_2017,3,SD,1,,Chromis margaritifer,4,3,,1402,10.2,3,
08_07_2017,3,SD,1,,Chromis margaritifer,2,2,,1402,10.2,3,
08_07_2017,3,SD,1,,Chromis vanderbilti,4,51,,1402,10.2,3,
08_07_2017,3,SD,1,,Chromis vanderbilti,3,110,,1402,10.2,3,
08_07_2017,3,SD,1,,Plectroglyphidodon dickii,5,1,,1402,10.2,3,
08_07_2017,3,SD,1,,Plectroglyphidodon dickii,6,1,,1402,10.2,3,
08_07_2017,3,SD,1,,Stegastes aureus,8,3,,1402,10.2,3,
08_07_2017,3,SD,1,,Stegastes aureus,10,1,,1402,10.2,3,
08_07_2017,3,SD,1,,Stegastes aureus,7,1,,1402,10.2,3,
08_07_2017,3,SD,1,,Gomphosus varius,6,1,,1402,10.2,3,
08_07_2017,3,SD,1,,Gomphosus varius,3,1,,1402,10.2,3,
08_07_2017,3,SD,1,,Halichoeres margaritaceus,6,1,,1402,10.2,3,
08_07_2017,3,SD,1,,Halichoeres ornatissimus,4,1,,1402,10.2,3,
08_07_2017,3,SD,1,,Halichoeres ornatissimus,8,1,,1402,10.2,3,
08_07_2017,3,SD,1,,Labroides dimidiatus,8,1,,1402,10.2,3,
08_07_2017,3,SD,1,,Macropharyngodon meleagris,3,2,,1402,10.2,3,
08_07_2017,3,SD,1,,Pseudocheilinus hexataenia,4,1,,1402,10.2,3,
08_07_2017,3,SD,1,,Pseudocheilinus hexataenia,3,2,,1402,10.2,3,
08_07_2017,3,SD,1,,Pseudocheilinus hexataenia,5,1,,1402,10.2,3,
08_07_2017,3,SD,1,,Pseudocheilinus hexataenia,6,1,,1402,10.2,3,
08_07_2017,3,SD,1,,Pseudocheilinus octotaenia,2,1,,1402,10.2,3,
08_07_2017,3,SD,1,,Pseudocheilinus octotaenia,10,1,,1402,10.2,3,
08_07_2017,3,SD,1,,Pseudocheilinus octotaenia,9,1,,1402,10.2,3,
08_07_2017,3,SD,1,,Thalassoma amblycephalum,4,2,,1402,10.2,3,
08_07_2017,3,SD,1,,Thalassoma quinquevittatum,11,1,,1402,10.2,3,
08_07_2017,3,SD,1,,Chlorurus sordidus,21,1,IP,1402,10.2,3,
08_07_2017,3,SD,1,,Chlorurus sordidus,24,1,TP,1402,10.2,3,
08_07_2017,3,SD,1,,Scarus forsteni,27,1,TP,1402,10.2,3,
08_07_2017,3,SD,1,,Acanthurus lineatus,24,1,,1402,10.2,3,
08_07_2017,3,SD,1,,Acanthurus lineatus,20,2,,1402,10.2,3,
08_07_2017,3,SD,1,,Acanthurus lineatus,22,1,,1402,10.2,3,
08_07_2017,3,SD,1,,Acanthurus nigrofuscus,10,1,,1402,10.2,3,
08_07_2017,3,SD,1,,Acanthurus nigrofuscus,13,1,,1402,10.2,3,
08_07_2017,3,SD,1,,Ctenochaetus striatus,14,1,,1402,10.2,3,
08_07_2017,3,SD,1,,Cirripectes variolosus,6,1,,1402,10.2,3,
08_07_2017,3,SD,1,,Parupeneus insularis,9,1,,1402,10.2,3,
08_07_2017,3,SD,2,,Cephalopholis argus,19,1,,1421,11,3,
08_07_2017,3,SD,2,,Cephalopholis urodeta,17,1,,1421,11,3,
08_07_2017,3,SD,2,,Cephalopholis urodeta,13,1,,1421,11,3,
08_07_2017,3,SD,2,,Pseudanthias olivaceus,6,1,,1421,11,3,
08_07_2017,3,SD,2,,Paracirrhites arcatus,7,1,,1421,11,3,
08_07_2017,3,SD,2,,Centropyge flavissima,4,1,,1421,11,3,
08_07_2017,3,SD,2,,Chromis acares,3,2,,1421,11,3,
08_07_2017,3,SD,2,,Chromis vanderbilti,4,70,,1421,11,3,
08_07_2017,3,SD,2,,Chromis vanderbilti,3,225,,1421,11,3,
08_07_2017,3,SD,2,,Plectroglyphidodon dickii,6,3,,1421,11,3,
08_07_2017,3,SD,2,,Plectroglyphidodon dickii,4,1,,1421,11,3,
08_07_2017,3,SD,2,,Stegastes aureus,6,1,,1421,11,3,
08_07_2017,3,SD,2,,Stegastes aureus,8,1,,1421,11,3,
08_07_2017,3,SD,2,,Stegastes aureus,10,3,,1421,11,3,
08_07_2017,3,SD,2,,Stegastes aureus,9,1,,1421,11,3,
08_07_2017,3,SD,2,,Gomphosus varius,6,1,,1421,11,3,
08_07_2017,3,SD,2,,Gomphosus varius,8,1,,1421,11,3,
08_07_2017,3,SD,2,,Gomphosus varius,4,1,,1421,11,3,
08_07_2017,3,SD,2,,Gomphosus varius,9,1,,1421,11,3,
08_07_2017,3,SD,2,,Halichoeres ornatissimus,4,2,,1421,11,3,
08_07_2017,3,SD,2,,Labroides bicolor,5,1,,1421,11,3,
08_07_2017,3,SD,2,,Macropharyngodon meleagris,3,1,,1421,11,3,
08_07_2017,3,SD,2,,Macropharyngodon meleagris,2,1,,1421,11,3,
08_07_2017,3,SD,2,,Macropharyngodon meleagris,5,1,,1421,11,3,
08_07_2017,3,SD,2,,Macropharyngodon meleagris,6,1,,1421,11,3,
08_07_2017,3,SD,2,,Pseudocheilinus hexataenia,6,2,,1421,11,3,
08_07_2017,3,SD,2,,Pseudocheilinus octotaenia,7,2,,1421,11,3,
08_07_2017,3,SD,2,,Pseudocheilinus octotaenia,4,1,,1421,11,3,
08_07_2017,3,SD,2,,Pseudocheilinus octotaenia,6,1,,1421,11,3,
08_07_2017,3,SD,2,,Thalassoma amblycephalum,5,4,,1421,11,3,
08_07_2017,3,SD,2,,Scarus tricolor,24,1,TP,1421,11,3,
08_07_2017,3,SD,2,,Acanthurus lineatus,22,3,,1421,11,3,
08_07_2017,3,SD,2,,Acanthurus lineatus,24,3,,1421,11,3,
08_07_2017,3,SD,2,,Ctenochaetus marginatus,21,1,,1421,11,3,
08_07_2017,3,SD,2,,Cirripectes variolosus,5,1,,1421,11,3,
08_07_2017,3,SD,2,,Parupeneus insularis,9,3,,1421,11,3,
08_07_2017,3,SD,2,,Parupeneus multifasciatus,20,1,,1421,11,3,
08_07_2017,3,SD,3,,Myripristis tiere,16,1,,1438,11,3,
08_07_2017,3,SD,3,,Cephalopholis argus,35,1,,1438,11,3,
08_07_2017,3,SD,3,,Cephalopholis urodeta,16,1,,1438,11,3,
08_07_2017,3,SD,3,,Cephalopholis urodeta,11,1,,1438,11,3,
08_07_2017,3,SD,3,,Pseudanthias bartlettorum,4,20,,1438,11,3,
08_07_2017,3,SD,3,,Pseudanthias cooperi,4,57,,1438,11,3,
08_07_2017,3,SD,3,,Pseudanthias dispar,5,90,,1438,11,3,
08_07_2017,3,SD,3,,Pseudanthias olivaceus,3,12,,1438,11,3,
08_07_2017,3,SD,3,,Centropyge flavissima,5,1,,1438,11,3,
08_07_2017,3,SD,3,,Centropyge flavissima,6,1,,1438,11,3,
08_07_2017,3,SD,3,,Chromis acares,3,45,,1438,11,3,
08_07_2017,3,SD,3,,Chromis margaritifer,4,3,,1438,11,3,
08_07_2017,3,SD,3,,Chromis margaritifer,2,4,,1438,11,3,
08_07_2017,3,SD,3,,Chromis vanderbilti,3,280,,1438,11,3,
08_07_2017,3,SD,3,,Plectroglyphidodon dickii,6,3,,1438,11,3,
08_07_2017,3,SD,3,,Plectroglyphidodon dickii,4,1,,1438,11,3,
08_07_2017,3,SD,3,,Stegastes aureus,8,3,,1438,11,3,
08_07_2017,3,SD,3,,Gomphosus varius,4,2,,1438,11,3,
08_07_2017,3,SD,3,,Gomphosus varius,8,1,,1438,11,3,
08_07_2017,3,SD,3,,Halichoeres ornatissimus,5,1,,1438,11,3,
08_07_2017,3,SD,3,,Hemigymnus fasciatus,27,1,,1438,11,3,
08_07_2017,3,SD,3,,Labroides dimidiatus,8,1,,1438,11,3,
08_07_2017,3,SD,3,,Labroides rubrolabiatus,4,1,,1438,11,3,
08_07_2017,3,SD,3,,Macropharyngodon meleagris,2,1,,1438,11,3,
08_07_2017,3,SD,3,,Macropharyngodon meleagris,6,1,,1438,11,3,
08_07_2017,3,SD,3,,Oxycheilinus unifasciatus,24,1,,1438,11,3,
08_07_2017,3,SD,3,,Pseudocheilinus hexataenia,5,1,,1438,11,3,
08_07_2017,3,SD,3,,Pseudocheilinus octotaenia,6,2,,1438,11,3,
08_07_2017,3,SD,3,,Stethojulis bandanensis,10,1,,1438,11,3,
08_07_2017,3,SD,3,,Stethojulis bandanensis,4,1,,1438,11,3,
08_07_2017,3,SD,3,,Thalassoma amblycephalum,5,5,,1438,11,3,
08_07_2017,3,SD,3,,Chlorurus sordidus,20,1,IP,1438,11,3,
08_07_2017,3,SD,3,,Scarus rubroviolaceus,40,1,TP,1438,11,3,
08_07_2017,3,SD,3,,Acanthurus lineatus,20,1,,1438,11,3,
08_07_2017,3,SD,3,,Acanthurus nigricauda,20,1,,1438,11,3,
08_07_2017,3,SD,3,,Cirripectes variolosus,5,2,,1438,11,3,
08_07_2017,3,SD,3,,Cirripectes variolosus,7,1,,1438,11,3,
08_07_2017,3,SD,3,,Cirripectes variolosus,4,1,,1438,11,3,
08_07_2017,3,SD,3,,Parupeneus insularis,19,1,,1438,11,3,
09_07_2017,5,SD,1,,Cephalopholis argus,34,1,,835,9.6,1,
09_07_2017,5,SD,1,,Cephalopholis argus,25,1,,835,9.6,1,
09_07_2017,5,SD,1,,Cephalopholis urodeta,12,1,,835,9.6,1,
09_07_2017,5,SD,1,,Paracirrhites forsteri,12,1,,835,9.6,1,
09_07_2017,5,SD,1,,Thalassoma lutescens,3,1,,835,9.6,1,
09_07_2017,5,SD,1,,Pseudodax moluccanus,20,2,,835,9.6,1,
09_07_2017,5,SD,1,,Lutjanus kasmira,12,12,,835,9.6,1,
09_07_2017,5,SD,1,,Chromis acares,3,18,,835,9.6,1,
09_07_2017,5,SD,1,,Chromis margaritifer,4,61,,835,9.6,1,
09_07_2017,5,SD,1,,Chromis margaritifer,2,13,,835,9.6,1,
09_07_2017,5,SD,1,,Chromis margaritifer,7,3,,835,9.6,1,
09_07_2017,5,SD,1,,Chromis vanderbilti,3,26,,835,9.6,1,
09_07_2017,5,SD,1,,Chromis xanthura,8,4,,835,9.6,1,
09_07_2017,5,SD,1,,Plectroglyphidodon dickii,6,1,,835,9.6,1,
09_07_2017,5,SD,1,,Plectroglyphidodon dickii,7,1,,835,9.6,1,
09_07_2017,5,SD,1,,Gomphosus varius,6,1,,835,9.6,1,
09_07_2017,5,SD,1,,Gomphosus varius,5,1,,835,9.6,1,
09_07_2017,5,SD,1,,Gomphosus varius,3,1,,835,9.6,1,
09_07_2017,5,SD,1,,Oxycheilinus unifasciatus,21,1,,835,9.6,1,
09_07_2017,5,SD,1,,Pseudocheilinus hexataenia,5,1,,835,9.6,1,
09_07_2017,5,SD,1,,Pseudocheilinus hexataenia,4,1,,835,9.6,1,
09_07_2017,5,SD,1,,Pseudocheilinus octotaenia,5,1,,835,9.6,1,
09_07_2017,5,SD,1,,Thalassoma amblycephalum,6,10,,835,9.6,1,
09_07_2017,5,SD,1,,Thalassoma quinquevittatum,6,2,,835,9.6,1,
09_07_2017,5,SD,1,,Calotomus carolinus,20,1,TP,835,9.6,1,
09_07_2017,5,SD,1,,Chlorurus sordidus,23,1,TP,835,9.6,1,
09_07_2017,5,SD,1,,Scarus frenatus,35,1,TP,835,9.6,1,
09_07_2017,5,SD,1,,Scarus frenatus,25,1,IP,835,9.6,1,
09_07_2017,5,SD,1,,Scarus frenatus,7,1,juv,835,9.6,1,
09_07_2017,5,SD,1,,Acanthurus nigricans,19,1,,835,9.6,1,
09_07_2017,5,SD,1,,Acanthurus nigricans,9,1,,835,9.6,1,
09_07_2017,5,SD,1,,Acanthurus nigricans,8,1,,835,9.6,1,
09_07_2017,5,SD,1,,Acanthurus nigrofuscus,8,2,,835,9.6,1,
09_07_2017,5,SD,1,,Ctenochaetus cyanocheilus,11,1,,835,9.6,1,
09_07_2017,5,SD,1,,Ctenochaetus cyanocheilus,14,1,,835,9.6,1,
09_07_2017,5,SD,1,,Ctenochaetus flavicauda,14,1,,835,9.6,1,
09_07_2017,5,SD,1,,Ctenochaetus marginatus,9,1,,835,9.6,1,
09_07_2017,5,SD,1,,Melichthys vidua,20,1,,835,9.6,1,
09_07_2017,5,SD,2,,Cephalopholis argus,23,1,,851,10.8,1,
09_07_2017,5,SD,2,,Cephalopholis argus,20,1,,851,10.8,1,
09_07_2017,5,SD,2,,Cephalopholis urodeta,10,1,,851,10.8,1,
09_07_2017,5,SD,2,,Cephalopholis urodeta,16,1,,851,10.8,1,
09_07_2017,5,SD,2,,Cephalopholis urodeta,12,1,,851,10.8,1,
09_07_2017,5,SD,2,,Pseudanthias olivaceus,7,37,,851,10.8,1,
09_07_2017,5,SD,2,,Pseudanthias olivaceus,5,15,,851,10.8,1,
09_07_2017,5,SD,2,,Lutjanus bohar,20,1,,851,10.8,1,
09_07_2017,5,SD,2,,Lutjanus bohar,17,1,,851,10.8,1,
09_07_2017,5,SD,2,,Lutjanus monostigma,26,1,,851,10.8,1,
